person_id,political_party,source,location,purpose,items_paid_or_provided
3274,d,University of Florida College of Law,,,"3/2/06 - 3/3/06 (Gainesville, FL) transportation and food for judging moot court competition."
3274,d,"American Bar Association, Criminal Justice Section",,,"9/8-9/11/06 (San Francisco, CA); 11/17-11/19/06 (Washington, DC) transportation and lodging for Task Force Meeting."
3274,d,"American Bar Association, Criminal Justice Section",,,"3/25-3/26/06 (Minneapolis, MN); 7/8-7/9/06 (Chicago, IL) transportation and lodging (Chicago) for Task Force Meeting."
3274,d,"American Bar Association, Government and Public Sector Lawyers Division",,,"2/12/06 (Chicago, IL) lodging and food for council meeting"
3274,d,"American Bar Association, Government and Public Sector Lawyers Division",,,"10/13/06 - 10/14/06 (Denver, CO) transportation and lodging to attend council meeting"
3274,d,Federal Judges Association,,,"5/7/06 - 5/9/06 (Arlington, VA) transportation, lodging and food to participate in meeting of Board of Directors"
3274,d,Amencan Bar Association,"Boston, MA",Meeting,"I'ransporiation, meals and lodging"
3274,d,Government and Public ’ Sector Lawyers Division,pT RAL BSA,AVAL SS,SARIS AVEAMSIIVE ANT 7 TM BV SiR 5
3274,d,"American Bar Association, Criminal Justice Section","Washington, DC",Task Force,Meals and lodging
3274,d,"American Bar Association, Criminal Justice Section","Washington, DC",Task Force,Transportation and lodging
3274,d,"American Bar Association, Criminal Justice Section","Washington, DC",Task Force,"Transportation, meals and lodging"
3274,d,American Bar Association,"Chicago, IL",Meeting,"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Board Meeting,"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Board Meeting,"Transportation, meals and lodging"
3274,d,American Conference Institute,"New Y ork, NY",Conference (speaker),Transportation and lodging
3274,d,University of North Dakota,"Grand Forks, ND",Conference (speaker),"Transportation, meals and lodging"
3274,d,American Judicature Society,,,"Des Moines, 1A"
3274,d,American Judicature Society,,,"New Orleans, LA"
3274,d,American Judicature Society,,,"Houston, TX"
3274,d,American Judicature Society,,,"Des Moines, 1A"
3274,d,Federal Judges Association,,,"Arlington, VA"
3274,d,Grand Rapids Area Commnity Foundation,,,"Grand Rapids, MN"
3274,d,Concordia College,,,"Moorhead, MN"
3274,d,American Bar Association,,,"San Francisco, CA"
3274,d,"Association, Criminal Justice Section",,,
3274,d,"Association, Criminal Justice Section",,,
3274,d,"Association, Criminal Justice Section",,,
3274,d,American Bar Association,,,Miami. FL
3274,d,Association of Corporate Patent Counsel,,,"Bonita Springs, FL"
3274,d,"American Bar Association, Government and Public Sector Lawyers Division",,,"6/2/05 (Washington, DC) transportation and lodging for council meeting; mo — EE  ee"
3274,d,"American Bar Association, Government and Public Sector Lawyers Division",,,"2/12/05 - 2/14/05 (Salt Lake City, UT) lodging for council meeting ee"
3274,d,"American Bar Association, House of Delegates",,,"2/14/05 (Salt Lake City, UT) transportation to attend council and assembly meeting Rm nd a eres i—ti  ee esareasitt"
3274,d,"American Bar Association, Government and Public Sector Lawyers Division",,,"10/21/05 - 10/22/05 (Sante Fe, NM) transportation and lodging to attend council meeting"
3274,d,"American Bar Association, Central European and Eurasian Law Initiative",,,"10/17/05 (Washington, DC) transportation and lodging to participate in meeting of Board of Advisors"
3274,d,Federal Judges Association,,,"5/15/05 - 5/16/05 (Arlington, VA) transportation, lodging and food to participate in meeting of Board of Directors"
3274,d,American Constitution Society,,,"11/2/05 (Des Moines, IA) transportation to speak at law school  a pm "
3274,d,Marcus Evans,,,"3/1/05 (New York, NY) transportation to speak at continuing legal education seminar aaa a rrr ee mimi iS —"
3274,d,Lexis Nexis,,,"1/30/05 - 1/31/05 (Phoenix, AZ) transportation, lodging and food to speak at continuing legal education seminar a ree "
3274,d,George Mason University Law School Law and Economics Center .,,,"9/30/04 - 10/3/04 (San Diego, CA) transportation, food and lodging to participate in seminar  re "
3274,d,Pace University,,,"12/8/04 (White Plains, NY) transportation to speak at Judiciary and Environment Law Conference.  re "
3274,d,"Concordia College, Moorhead, MN",,,"10/7/04 - 10/10/04 (Moorhead, MN) transportation, lodging and food to participate in Homecoming and receive Alumni Achievement Award   rE  — "
3274,d,Federal Circuit Bar Association,,,"5/25/04 - 5/28/04 (Colorado Springs, CO) transportation, lodging and food to participate in Federal Circuit Judicial Conference at "
3274,d,"American Bar Association, Central European and Eurasian Law Initiative *",,,"5/17/04, 11/3/04 (Washington, DC) transportation and lodging to participate in meetings of Board of Advisors Se  Ce "
3274,d,Federal Judges Association,,,"5/15/04 - 5/17/04 (Arlington, VA) transportation, lodging and food to participate in meeting of Board of Directors   "
3274,d,"Concordia College, Moorhead, MN",,,"5/1/04 - 5/2/04 (Moorhead, MN) transportation, lodging and food to speak at college commencement. . rer  He "
3274,d,United States Air Force,,,"4/26/04 - 4/27/04 (Washington, DC) lodging, transportation, and food to participate in discussion of legal issues Er "
3274,d,American Judicature Society,,,"4/5/04 -'4/7/04 (Washington, DC) transportation, lodging and food to participate in Devitt Award selection process."
3274,d,American Conference Institute,,,"3/8/04 - 3/9/04 (San Francisco, CA) 12/13/04 - 12/14/04 (NY) transportation, lodging and food to speak at continuing legal education seminar"
3274,d,"American Bar Association, Government and Public Sector Lawyers Division",,,"2/6/04 - 2/8/04 (San Antonio, TX) transportation and lodging for council meeting."
3274,d,National Association of Attorneys General,,,"5/18/04 (Washington, DC) transportation and lodging and food to speak at meeting of Chief Deputy Attorneys General."
3274,d,American Bar Association,"Orlando, FL",Meeting,Meals and lodging
3274,d,Doe ARTEL ete PRL RI Government and Public Sector Lawyers Division,"FY Qa SVE, UL",Jb,AHA JU GUIVI anu nnasave
3274,d,"American Bar Association, Criminal Justice Section","Nashville, TN",Task Force,"Transportation, meals and lodging"
3274,d,"American Bar Association, Criminal Justice Section","Washington, DC",Task Force,"Transportation, meals and lodging"
3274,d,American Bar Association,"San Francisco, CA",Meeting,"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Board Meeting,"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Program,Lodging
3274,d,Concordia College,"Moorhead, MN",Meeting,Transportation and lodging
3274,d,Concordia College,"Moorhead, MN",Meeting,Transportation and lodging
3274,d,William Mitchell College of Law,"London, England",Conference (speaker),"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Class (speaker),Transporation and lodging
3274,d,"Ibdexs £58 HGLAAROSE LAGE nists LIVE, Govemment and Public Sector Lawyers Division",,,
3274,d,"American Bar Association, Criminal Justice Section","San Francisco, CA",Task Force,"Transportation, meals and lodging"
3274,d,RAND Institute,"New York, NY",Board Meeting,"Transportation, meals and lodging"
3274,d,"American Bar Association, Employment Law Section","Chicago, IL",CLE (teach),"Transportation, meals and lodging"
3274,d,World Leaming (USAID directed and funded),"Pristina, Kosovo",Training,"Transportation, meals and lodging"
3274,d,World Learning (USAID directed and funded),"Washington, DC",Training,"Transportation, meals and lodging"
3274,d,NYU and Columbia Schools of Law,New York,Educational Seminar,"Transportation, meals and lodging"
3274,d,,,AnnCorruption Cond Keynote Speaker,
3274,d,American Bar Association,"New Orleans, LA",Meeting,"Transportation, meals and lodging"
3274,d,"American Bar Association, Criminal Justice Section","Washmgton, DX",Task Force,"Transportation, meals and lodging"
3274,d,American Bar Association,"Chicago, IL",Meeting,Meals and lodging
3274,d,Concordia College,"Moorhead, MN",Meeting,Transportation and lodging
3274,d,Concordia College,"Moorhead, MN",Board Meeting,"Transportation, meals and lodging"
3274,d,Electoral Systems (USAID dir,"ro,",ae rm vg rae,"a TT a Er CE"" Tee"
3274,d,Checchi (USAID directed and funded),"Pristina and Pep, Kosovo",Traming,"Transportation, meals and loding"
3274,d,Office in Uzbekistan (USAID funded),,,ge I a Th. Te
3274,d,Piusburgh Law School,"Pittsburg, PA",CLE (teach),"Transportation, meals and lodging"
3274,d,RAND Corp.,"Washington, DC",Meeting,Transportation and lodgmg
3274,d,American Bar Association,"Atlanta, GA",Meeting,"Transportation, meals and lodging"
3274,d,"American Bar Association, Criminal Justice Section","Washmgton, DX",Task Force,"Transportation, meals and lodging"
3274,d,American Bar Association,"Toronto, Canada",Meeting,Meals and lodging
3274,d,"American Bar Association, Judicial Division",Santa Fe. N\M,Meeting,"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Meeting,Transportation and lodging
3274,d,Concordia College,"Chaska, MN",Board Meeting,"Transportation, Meals and Lodging"
3274,d,Concordia College,"Moorhead, MN",Class (speaker),Transporation und lodgmg
3274,d,World Learning (USAID directed and funded),"Pristina, Kosovo",Training,"Transportation, meals and lodging"
3274,d,Directed and funded),,,
3274,d,United Arab Emirates } Ministry of Justice,"Abu Dhabi, United Arab Emirates",Training,"Transportation, meals and lodging"
3274,d,Litigation Conferences,"Philadelphia, PA",CLE (teach),"Transportation, meals and lodging"
3274,d,Humphrey School of Public Affairs,"Oslo, Norway",Forum,Transportation and lodging
3274,d,"American Bar Association, Criminal Justice Section","Washmgton, DC",Task Force meeting,"Transportation, meals and lodging"
3274,d,"American Bar Association, Rule of Law [native","Washmgton, DC",Board Meeting,"Transportation, meals and lodging"
3274,d,Concordia College,"Moorhead, MN",Board Meeting,"Transportation, meals and lodging"
3274,d,American Conference } Institute,"New York, NY",Drug & Medicil Device Litigation CLE (teach);,"Transporation, meals and lodging"
3274,d,RAND Institute for Civil Justice.,"Washington, DC",Meeting,"Transportation, meals and lodging"
3274,d,Govt & Public Sector Lawyers Div.,,,
3274,d,CEELI Institute,"Prague, Czech Republic",Conterence (speaker),"Transportation, meals and lodging"
3274,d,ABA Rule of Law Initiative,"Washington, DC",Board Meeting,"Transportation, meals and lodging"
3274,d,American Bar Assocation of Criminal Justice Section,"Washington, DC",Council Meeting,"Transportation, meals and lodging"
3274,d,American Bar Association,"Dallas, TX",Mid-Year Meeting,"Transportation, meals and lodging"
3274,d,"American Bar Association, Criminal Justice Section","Washmgton, DX",Task Force meeting,"Transportation, meals and lodging"
3274,d,"American Bar Association, Criminal Justice Section","Boe Raton, FL",Task Force meeting,"Transportation, meals and lodging"
3274,d,American Bar Association,"San Francisco, CA",Annual Meeting,"Transportation, meals und lodging"
3274,d,Concordia College,"Moorhead, MN",Meeting,Transportation and lodging
3274,d,Institute,,Medical Device CLE (teach),arr wr tibdnserie rfet barn Pony ie. 4
3274,d,Govemment & Public Sector Lawyers Division,,,Nd i Re AI
3274,d,"American Bar Association, Rule of Law lmative","Washmgton, De",Board Meeting,"Transportation, meals and lodging"
3274,d,Tulane University,"New Orleans, LA",Lecture (speaker),Transportation and lodging
3274,d,International Foundation for Electoral Systems,"Mandalay, Myanmar",Conference (speaker),"Transportation, meals and lodging"
3274,d,Earl E. O'Connor Inn of Court,"Kansas City, KS",Meeting (speaker),"Transportation, meals and lodging"
3274,d,World Bank,"Washington, DX",Conference (speaker),"Transportation, meals and lodging"
3274,d,Hawan Federal Bar Association,"Washmgton, DC",Conlerence (speaker),"Transportation, meals and lodging"
3272,d,ASSOCIATION,JAMAICA,CONFERENCE & SEMINAR,
3272,d,"Hams T. Bock, Esq.",,,Tickets to Philadelphia Flower Show and dinner
3272,d,NYIPA,New York City,Training,"Travel, meals and overnight accomodations"
3272,d,Philadelphia Bar Association,,,"Atlantic City, NJ"
3272,d,¥ West Legalworks,,,"Austin, Texas"
3272,d,Tickets to Philadelphia Flower Show and dinner,,,"Harris T. Bock, Esq."
3272,d,Intellectual Property Lawyers Assoc,,,"New York City, NY 3/24-3/25/06, Conference Reimbursement for travel, lodging and meals"
3272,d,JTBF Conference,,,"Cincinatti, Ohio 9/21-9/24/06, Conference Reimbursement for travel, lodging and meals"
3272,d,"HamisT. Bock, Esq.",,,Tickets to Philadelphia Flower Show and Dinner
3272,d,1QPC,"New York City, NY",Conference,"Conference Reimbursement for travel, lo dging and meals"
3272,d,NYIPA,"New York City, NY",Conference,"Conference Reimbursement for travel, lo dging and meals"
3272,d,Philadelphia Bar Association,"Atlantic City, NJ",Conference,"Conference Reimbursement for travel, lo dging and meals"
3272,d,Just the Beginning Foundation,Washington DC,Conference,"Conference Reimbursement for travel, lo dging and meals"
3272,d,NYIPA,NEW YORK CITY,LEGAL/SOCIAL,HOTEL AND MEALS
3272,d,ASSOCIATION,,,
3272,d,Philadelphia Bar Association Conference,"Atlantic City, NJ",Conterence Speaker,Overmght accomadations and meals
3267,r,Harvard Law School,"Cambridge, MA",Lecture on Informants,Transportation
3267,r,Santa Clara Law School,"Santa Clara, CA",Presentation of Clarence Darrow Trial,Transportation
3267,r,Harvard Law School,"Cambridge, MA",Lecture on Informants,Transportation & Hotel
3267,r,Harvard Law School,"Cambndge, MA",Lecture on informants,Hotel and Transportation
3267,r,Berkeley Law School,"Berkeley, CA",Lecture on Charles Hamilton Houston,Transportation
3263,r,,Fer Es Ee Eas,J Tes mT Res,
3260,r,Virginia Bar Foundation,"Charlottesville, VA","Faculty, National Trial Advocacy College","Lodging, meals and travel"
3260,r,NV IN OVWNIVUL VD Lavy,,Advocacy College/CLE Program,
3260,r,UVA School of Law,"Charlottesville, VA",Moot Court Program,"Transportation, Food, Hotel"
3260,r,Virginia Association of Defense Attorneys,"Richmond, VA",Trial Tactics Workshop/ CLE Program,"Food, Hotel"
3260,r,GMU Law & Economics Center,"Tucson, AZ",Seminar/CLE Program,"Transportation, Food, Hotel"
3260,r,VACLE,"Charlottesville, VA",Nat'l Trial Advocacy Col.,"Transportation, Food, Hotel"
3260,r,VACLE,"Charlottesville, VA",Annual Meeting,"Transportation, Food, Hotel"
3260,r,VACLE,"Charlottesville, VA",UVA Nat'l Trial Advocacy Col.,"Transportation, Food, Hotel"
3260,r,VADA,"Richmond, VA",CLE/Mock Trial Seminar,"Food, Hotel"
3260,r,NYIPLA,"New York, NY",CLE Program & Banquet,"Transportation, Food, Hotel"
3260,r,American Bar Assocation,"Cairo, Egypt",ABA Rule of Law Initiative,"Travel, lodging, meals"
3260,r,,,Advocacy College/CLE Program,
3260,r,Virgmia Association of Defense Attorneys,"Richmond, VA",Tnal Tactics Workshop CLE Program,"Food, Hotel"
3260,r,CEELI Institute,"Tums, Tunisia",Course: Judging mn a Democratic Society,"Travel, housing & other expenses"
3260,r,Association of Defense Attorneys,"Richmond, VA",I'mal Tactics Workshop,"Room, meals & mileage"
3260,r,Frank Durham Federal Criminal Defense Conference,"Charlottesville, VA",Conference,"Room, meals & mileage"
3260,r,Duke University School of Law,"Durham, NC",Master of Judicial Studies Program,"Room, meals & tuition"
3260,r,CEEL!I Institute,Tums. Tums,Course: Judging n a Democratic Society,"Travel, housing & other expenses"
3260,r,American Bar Association,"Orlando, FL","Panelist, 2017 Corporate Counsel CLE Seminar","Lodging, meals, travel"
3260,r,American College of Trial Lawyers,"Charlottesville, VA","Panelist, ACTL Virginia State Meeting","Lodgmg, meals, registration fee"
3260,r,(USAID,,on Mediation and Judicial Evaluation,
3260,r,Korean Patent Court,Korea,2015 Intemational IP Conference,"Travel, lodging, meals"
3256,d,American College of Trial : Lawyers Mid-Year Meeting,"Phoenix, AZ",Speaker at seminar,"Transportation, meals, hotel"
3256,d,Jere White Semmar,"Birmingham, AL",Speaker at seminar,"Meals, hotel"
3256,d,,,Southeastern Council of Foundations,
3256,d,Medical Center of Central Georgia,"Lake Oconee, GA",Conterence [NNN board member),"Gas, lodging, meals"
3256,d,Medical Center of Central Georgia,"Hilton Head Island, SC",Conference IEEE hoard member),"Gas, lodging, meals"
3256,d,Navicent Health,"Amelia Island, FL",Spring retreat (Spouse is board member),"Food. transportation, lodging"
3256,d,Navicent Health,"Atlanta, GA",Fall retreat (Spouse is board member),"Food, transportaon, lodgmg"
3256,d,Nawvicent Health,"Charleston, SC",Conterence (Spouse is 4 board member),"Gas, parking, lodging"
3255,d,Regent University School of Law,"Newport News, Va",Teach,"Transportation, Lodging, and Meals"
3255,d,Regent University School of Law,"Newport News, Va",Teach,"Transportation, Lodging, and Meals"
3255,d,3 American Board of Trial Advocates,,,"11/13 Columbia, SC; awards dinner; meal"
3255,d,S.C. Trial Lawvers Association,,,"8/7-8 Hilton Head Island, SC; speaker, lodging"
3255,d,S.C. Bar Association,,,"9/45 Colurnhia, SC, faderal practice seminar; lodging, transporation"
3255,d,"Federal Public Defender, Eastern District N.C",,,", *mte 1077-8, Wilmington, NC, speaks, 1odging, meals, transperiation"
3255,d,American Bar Association,"Charleston, SC",Conference Speaker,"Transportation, meals, hotel"
3255,d,S.C. Commission on Prosecut ion Coordination,"Hilton Head Island, SC",Conference Speaker,"Transportation, meals, hotel"
3255,d,Charleston School of Law,"Charleston, South Carolina",Teaching at law school,"Hotel, meals, mileage"
3255,d,University of North Carolina at Chapel Hill-School of Law,"Chapel Hill, North Carolina",Judging moot court competition,"Hotel, meals, mileage"
3255,d,Charleston School of Law,"Charleston, South Carolina",Seminar at law school,"Hotel, meals, mileage"
3255,d,Charleston School of Law,"Charleston, South Carolina",Teaching at law school,"Hotel, meals, mileage"
3255,d,Renaissance Institute,,,"Dec. 28, 2005 - Jan. 1, 2006 - Charleston, SC - Renaissance Weekend (registration fee)"
3255,d,South Carolina Bar Association,,,"Sept. 8-9, 2005 - Columbia, SC - Federal Practice Seminar (mileage, room, meals)"
3255,d,Arnzona State L'miversity,"Phoenix, AZ",Attend (YConnor Justice Prize award dinner,"Transportation, lodging, meal"
3255,d,Umiversity of South Carolina School of Law,"Columbia, South Carolina",Commencement Speaker,"Lodging, meals, gift"
3255,d,Arizona State University College of Law,"Phoenix, Arizona",Attend awards banquet,"Lodging, meals, transportation"
3255,d,Virgima Bar Association,"Richmond, Virginia",Seminar speaker,Transportation and lodging
3255,d,South Carolin Defense Trial : Attorneys Assoc.,"Kiawah Island, South Caroling",Sermmar speaker,Food and lodging
3255,d,Eastern District of North Carolina,,,
3255,d,North Caroling Bar Association,"Asheville, North Carolina",Speaker - Annual Meeting,Lodging
3255,d,Arnzona State L'miversity,"Phoenix, AZ",Attend (YConnor Justice Prize award dinner,"Transportation, lodging, meal"
3255,d,Bar Associatioin of Metropolitan St. Louis,"St, Louis, MO",Speaker at Federal Practice Seminar,"Transportation, lodging, meals"
3255,d,Marquette University Law School,"Milwaukee, WI",Moot Court Judge,"Transportation, lodging, meals"
3255,d,Charleston School of Law,"Charleston, SC",Commencement Speaker,"Lodging, meals"
3253,d,"Wellmont Health System, Inc.",,,"Food and lodging for corporate retreat of spouse's client held in Asheville, NC, 2/18 - 2/19"
3251,d,New York Council of Defense Lawyers,,,"Reimb. of food & lodging expenses to attend Fall Bench and Bar Retreat, Oct 17-18, Rye Brook, N.Y."
3251,d,University of Tel Aviv Law School,,,"Partial Reimb. of travel & lodging expenses to co-teach a comparative constitutional law course, March 19-Apnil 3"
3251,d,Brooklyn Law School,,,"Reimb. of travel, food & lodging expenses to participate in mid-winter meeting of Federal Bar Council, Feb. 14-21, Maui, Hawaii"
3251,d,Federal Bar Council Winter Bench & Bar Conference,"Nevis, Nevis",Panel Participant,"Partial reimbursement of travel, lodging and food expenses"
3251,d,George Mason University,"San Diego, CA",Seminar Participant,"Partial reimbursement of travel, lodging and food expenses"
3251,d,Emergency Care Research Institute (ECRI Institute) - a non-profit agency,,,"PartiaReimbursement of travel, lodging and food expenses to attend 14th Annual Conference on Dilemmas of Risk in Philadelphia, PA, 11/14-16."
3251,d,Brooklyn Law School,,,"Partial reimbursement of travel, lodging and food expenses to attend annual meeting of American Law Institute in Washington, D.C., 5/15-17."
3251,d,Federal Bar Council Winter Bench & Bar Conference,,,"Partial reimbursement of travel, lodging and food expenses to attend annual conference in St. Thomas, 2/3-10."
3251,d,University of Tel Aviv,,,"Tel Aviv, Israel"
3251,d,Winter Bench & Bar Conference,,,
3251,d,University of Tel Aviv Law School,,,"Partial reimbursement of travel and lodging expenses to co-teach a comparative constitutional law course April 12-22, May 1-10."
3251,d,New York Council of Defense Lawyers,,,"Reimb. of food & lodging expenses to attend Fall Bench and Bar Retreat. 11/6-7, Old Saybrook, CT."
3251,d,Yale Law School,,,"Reimb.of travel, food & lodging expenses to participate as 2 member of site-team inspection on behalf of ABA's Council (cont. in Part VIII)"
3251,d,Brooklyn Law School,,,"Reimb.of registration, travel, food & lodging expenses to participate in annual meeting of American Law Institute, May 17-19, Washington, DC"
3249,r,Syracuse University College of Law,,,March 7and 9-Participation as judge of law college appellate advocacy competition(Round Trip Air Transportation)
3249,r,Federal Judicial Center,,,"August 8-12,2004, Rodondo Beach, CA, Phase I Orientation for Newly Appointed USD] (Transportation, Meals and Hotel) ."
3249,r,Federal Bar Council,,,"Manzanillo, Mexico"
3247,d,NATIONAL ASSOCIATION OF CRIMINAL DEFENSE LAWYERS,"WASHINGTON, DC",CONFERENCE PANEL,REIMBURMENT FOR TRAVEL EXPENSES
3247,d,INSTITUTE .,,CONFERENCE,RECEPTIONS
3246,r,Interrazzona. Council of Arbitration for Sport,,,May 23-26. 2007 Lausanne. Switzerland Attending meeting of Board of Directors (Travel Meals and Hotel)
3246,r,Intemational Council of Arbitration tor Sport,,,"April 16-19, 2007 Lausanne, Switzerland Attending meeting of Board of Directors (Travel Meals and Hotel)"
3246,r,CSIS-Center for Strategic and International Studies,,,"April 9-10, 2007 Washington, DC Panelist at Book Presentation (Travel, Meals and Hotel)"
3246,r,Umversity of Virginia,,,"March 27-29, 2007 Charlottesville, Va. Speaker (Travel, Meals and Hotel)"
3246,r,Thomas Yacht Club,,,"March 23-25, 2007 St. Thomas, VI Member International Jury, 2007 International Rolex Regatta (Travel expenses. Hotel and Meals)"
3246,r,Hispanic Bar Association of Connecticut,,,"Dec. 1, 2006 Hartford, Conn. Speaker at Dinner (Transportation and Food)"
3246,r,International Council of Arbitration for Sport,,,"Nov. 5-16, 2006 Kuala Lumpur, Malaysia Attending meeting of Board of Directors (Travel, Meals, and Hotel)"
3246,r,International Council of Arbitration for Sport,,,"Sept. 20-23, 2006 Laussane, Switzerland Attending meeting of Board of Directors (Travel, Meals, and Hotel)"
3246,r,Olympic Committee,,,"July 20-28, 2006 Cartagena. Colombia Member International Jury, Central American & Caribbean Games (Travel. Meals. and Hotel)"
3246,r,Corpus Christi Yacht Club,,,"July 9-15, 2006 Corpus Christi, Texas Member International Jury, 2006 J/80 World Championship Regatta (Travel, Meals, and Hotel)"
3246,r,Bar Association,,,"June 14-16, 2006,San Juan, PR Speaker at Segundo Congreso Derecho Penal (Travel)"
3246,r,International Council of Arbitration for Sport,,,"May 8-11, 2006 Laussane, Switzerland Attending meeting of Board of Directors (Travel, Meals, and Hotel)"
3246,r,Boston University Law School,,,"April 21-22, 2006 Boston, MA Speaker at Conference on the Role of the Judge in the 21st Century (Travel and Food)"
3246,r,"Foo iott sodudnd Jvi ""3 Value Method Codes: Q=Appratsel C7 iSeecal. CY) Cake",i only) S=Assessm W=Estimat,ind dd judul nt T=Cash/i iC,
3246,r,Intemational Council of Arbit ration for Sport,Lausanne. Switzerland,Attending meeting,Travel. Hotel and Meals
3246,r,Culebra Heineken Int'l Regatta,"Culebra, Puerto Rico",Judging Regatta,Travel. Hotel and Meals
3246,r,Intemational Council of Arbit ration for Sport,Nice. France,Attending Meeting,"Travel, Hotel and Meals"
3246,r,Intemational Council of Arbit ration for Sport,Beijing. China,Oversight of Olympics,"Travel, Hotel and Meals"
3246,r,Yale Law School and Yale La w & Policy Review,"New Haven, CT",Conference,Travel and Meals
3246,r,"Editorial, University of Pu",New York. NY,Conference,"Travel, Hotel and Meals"
3246,r,Club Nautico de Ponce - Reg atta Discover the Caribbean,Ponce. Puerto Rico,Judging Regatta,Hotel and Meals
3246,r,Intemational Council of Arbit ration for Sport,"Lausanne, Switzerland",Attending Meeting,Travel. Hotel and Meals
3246,r,Boston University Law School,"Boston, MA",Speaker at Distinguished Alumni Dinner,Meals & car service transporation
3246,r,Hispanic Heritage Month celebration,,,
3246,r,"US Probation Office, MADC, Hispanic Heritage celebration","Boston, MA",Speaker,Appetizers
3246,r,,,the Insular Cases in the 21st Century,
3246,r,Federal Judicial Center,"Cambndge, MA",Attending Law & Society Seminar,"Hotel, Meals, Mileage, Parking"
3246,r,Boston University Law School,"Boston, MA",Attending Moot Court Competition,"Hotel, Meals, Parking"
3246,r,School,,Commencement Ceremonies,
3246,r,International Council of Arbitration for Sports,"Kuwait City, Kuwait",Attending Board Meeting,Travel
3246,r,,Peet be TH ah Tey.,Symposium for USCA Judges,Transportation
3246,r,International Council of Arbitration for Sports,"Lausanne, Switzerland",Attending Board Meeting,"Travel, Hotel, Meals, Ground Transportation"
3246,r,Caribbeun Games (ODECABE),,Observer,Transportation
3246,r,124 North Americans Regatta,"Newport, RI",Intemational Judge,Meals
3246,r,International Council of Arbitration for Sport,"Lausanne, Switzerland",Attending Board Meeting,"Travel, Hotel, Meals, Transportation"
3246,r,Hunter College,,Years of the Jones Act & PR Citizenship,
3246,r,Heincken Int'l Regatta,"Humacao, Puerto Rico",International Jury,Hotel and Mcals
3246,r,Int'l Rolex Regatta,"St, Thomas, VI",International Jury,Hotel and Meals
3246,r,Hispanic Education & Legal Fund,,,
3246,r,International Council of Arbitration for Sport,Bled. Slovenia,Attending Board Meeting,"Travel, Hotel, Meals, Transportation, Daily Allowance"
3246,r,International Council of Arbitration for Sport,"Montreux, Switzerland",Attending Meeting,"Travel, Hotel, Meals, Transportation, Daily Allowance"
3246,r,Arbitration for Sports,,Arbitration Court at Olympic Games,Daily Allowance
3246,r,International Council of Arbitration for Sport,"Shanghai, China",Attending Board Meeting,"Travel, Hotel, Meals, Transportation"
3246,r,,,Exploring Paths to Decolonization,
3246,r,Bar Association Convention,"Rio Grande, PR",Speaker,Travel
3246,r,Boston University LALSA Gala,"Boston, MA",Keynote Speiker,Meals
3246,r,Boston University IL Annual Career Conference,"Boston, MA",Clerkships Panelist,Appetizers
3246,r,"Tobago Carnival Regatta, Tobago Yacht Club","Tobago, Trinidad",Judging Regatta,"Travel, Hotel and Meals"
3246,r,Intemational Council of Arbitration for Sports (ICAS),"San Juan, Puerto Rico",Attending Meeting,Meals
3246,r,Intemational Council of Arbitration for Sport,"Lausanne, Switzerland",Attending Meeting,"Travel, Hotel and Meals"
3246,r,Intemational Council of Arbitration for Sports (ICAS),"Vancouver, Canada",Winter Olympic Games,"Travel, Hotel, Meals, Transportation, Daily Allowance"
3246,r,Arizona State Univ.-Sandra D. O'Connor College of Law,"Phoenix, Arizona",meeting called Legal Educ in the Future Tense,"Travel, Hotel, Meals and Transportation"
3246,r,Intemational Council of Arbitration for Sport,"Lausanne, Switzerland",Attending Meeting,"Travel, Hotel, Meals, Transportation, Daily Allowance"
3246,r,Intemational Council of Arbitration for Sport,"Lausanne, Switzerland",Attending Extraordinary Meeting,"Travel, Hotel, Meals, Transportation, Daily Allowance"
3246,r,TER RR Sa LOE 1 Committee,AE Ti Udhy § USE ERT BN,(EE JT Se LIGHTNESS La VETTES: Central American & Caribbean Games,"A IUAVNI, AAVEINE, IVENGQGYO"
3246,r,Intemational Council of Arbitration for Sport,"Lausanne, Switzerland",Attending Meeting,"Travel, Hotel, Meals, Transportation, Daily Allowance"
3244,r,"Duke Cr, Schoo ok Law",,,"QA3 =u Nee N1s1CQrs ve lg — Dar ham, AA &1oha-1000) (Erevel Food x lodging)"
3237,r,University of Alabama Law School,"Tuscaloosa, Alabama",Symposium Speaker,638.00
3237,r,American Conierence nstitute,,,"New Yor, N'Y, Seatem>er 27-28, Ac vancec Forum on Consumer “inance & C ass Action itigation, mane »articinant, transaortation, meas anc. oc ging"
3237,r,[Jniversity of Cincinnati,,,"Cincinnati, OH, Adri 7-8, Moot Court, trans»ortation, mea s anc. oc ging"
3237,r,UNECVERSITT OF CIVCIIVYATI,,,"CTYCTNNATT, 071 — APRIL 4-5; 4007 COIR; MEALS, THOTT"
3237,r,AEI Brookings Center for Regulatory Studies Part IT,,,"Washington, DC"
